date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death
20200415,LA,21951,99977,1943,,425,,1103
20200415,MA,29970,102790,3637,973,,,1502
20200415,MD,10032,45731,,,,607,469
20200415,ME,770,14076,48,22,9,305,24
20200415,MI,34533,73828,3918,1468,1212,452,2672
20200415,MN,2321,41245,197,93,,853,87
20200415,MO,4895,44117,1024,,,,147
20200415,MP,13,27,,,,,2
20200415,MS,3360,34791,,154,99,,122
20200415,MT,404,9179,21,,,209,7
20200415,NC,5123,62704,431,,,,117
20200415,ND,365,10952,13,,,142,9
20200415,NE,901,10828,,,,,20
20200415,NH,1139,11027,70,,,365,32
20200415,NJ,71030,72991,8270,1980,1705,,3156
20200415,NM,1407,31443,87,,,340,36
20200415,NV,3211,24444,,,,,150
20200415,NY,213779,312233,18335,5205,,28004,11586
20200415,OH,7791,63761,,,,,361
20200415,OK,2263,26956,194,107,,1115,123
20200415,OR,1663,31688,305,95,43,,58
20200415,PA,26490,111094,2395,,668,,647
20200415,PR,974,6825,,,,,51
20200415,RI,3529,22368,229,54,44,168,87
20200415,SC,3656,31077,,,,,107
20200415,SD,1168,8691,,,,329,6
20200415,TN,6079,74817,412,,,2196,135
20200415,TX,15492,136318,1538,,,3150,364
20200415,UT,2542,45072,,,,218,20
20200415,VA,6500,37669,1298,394,234,752,195
20200415,VI,51,331,,,,44,1
20200415,VT,779,9913,63,,,15,30
20200415,WA,12619,132049,645,194,,,551
20200415,WI,4453,39326,406,163,,,182
20200415,WV,702,16954,82,36,23,211,10
20200415,WY,287,6042,,,,129,2
20200414,AK,285,8063,,,,98,9
20200414,AL,3876,29241,,,,,110
20200414,AR,1480,19651,81,,29,427,30
20200414,AS,0,3,,,,,
20200414,AZ,3806,40290,580,286,216,249,131
20200414,CA,23338,178870,5163,1552,,,758
20200414,CO,7691,31051,888,,,,308
20200414,CT,13989,31852,1779,,,,671
20200414,DC,2058,9226,295,95,31,518,67
20200414,DE,1761,10543,204,,,277,60
20200414,FL,21367,181813,,,,,537
20200414,GA,14223,47572,,,,,501
20200414,GU,133,811,13,2,2,66,5
20200414,HI,504,18916,,,,315,9
20200414,IA,1899,16986,163,73,41,741,49
20200414,ID,1453,13661,60,,,,33
20200414,IL,23247,87369,4283,1189,796,,868
20200414,IN,8527,37490,,721,435,,388
20200414,KS,1426,12721,,,,,69
20200414,KY,2048,24635,299,136,,629,104
20200414,LA,21518,96904,1977,,436,,1013
20200414,MA,28109,98820,3616,,,,1329
20200414,MD,9472,44261,,,,607,421
20200414,ME,734,11608,58,21,9,292,20
20200414,MI,33613,70675,3910,1497,1235,452,2532
20200414,MN,2165,39705,177,75,,830,79
20200414,MO,4686,43292,1041,,,,133
20200414,MP,13,27,,,,,2
20200414,MS,3087,34791,,154,99,,111
20200414,MT,399,8835,24,,,197,7
20200414,NC,5024,60015,418,,,,108
20200414,ND,341,10575,13,,,138,9
20200414,NE,871,10486,,,,,18
20200414,NH,1020,10590,72,,,249,23
20200414,NJ,68824,70950,8185,2051,1626,,2805
20200414,NM,1345,30625,87,,,304,31
20200414,NV,3088,23573,,,,,141
20200414,NY,202208,296935,18697,5225,,25589,10834
20200414,OH,7280,60721,,,,,324
20200414,OK,2184,26085,194,107,,1060,108
20200414,OR,1633,30730,311,88,44,,55
20200414,PA,25345,108286,2317,,675,,584
20200414,PR,923,6284,,,,,45
20200414,RI,3251,19649,213,48,,135,80
20200414,SC,3553,30319,,,,,97
20200414,SD,988,8308,,,,261,6
20200414,TN,5823,73008,443,,,1969,124
20200414,TX,14624,131843,1409,,,2580,318
20200414,UT,2412,44064,,,,218,19
20200414,VA,6171,36592,1282,422,276,721,154
20200414,VI,51,326,,,,44,1
20200414,VT,770,9491,64,,,15,29
20200414,WA,12303,128219,387,98,,,542
20200414,WI,4246,37997,432,161,,,170
20200414,WV,640,16398,87,38,25,147,9
20200414,WY,275,5689,,,,140,1
20200413,AK,277,7553,,,,85,8
20200413,AL,3734,25448,,,,,99
20200413,AR,1410,19394,74,,28,391,30
20200413,AS,0,3,,,,,
20200413,AZ,3702,39645,525,286,195,,122
20200413,CA,22348,168534,3015,1178,,,687
20200413,CO,7684,29850,842,,,,304
20200413,CT,13381,30928,1760,,,,602
20200413,DC,1955,8979,295,95,31,507,53
20200413,DE,1625,10195,201,,,213,53
20200413,FL,20601,175606,,,,,483
20200413,GA,13315,43706,,,,,464
20200413,GU,133,770,12,2,2,58,5
20200413,HI,499,18345,,,,310,9
20200413,IA,1710,16986,142,70,41,741,43
20200413,ID,1426,13455,62,,,,27
20200413,IL,22025,83743,3680,1166,821,,794
20200413,IN,8236,36303,,740,459,,350
20200413,KS,1376,12488,,,,,62
20200413,KY,1963,23903,289,136,,607,97
20200413,LA,21016,87075,2134,,461,,884
20200413,MA,26794,95500,3485,,,,1211
20200413,MD,8936,42815,,,,603,384
20200413,ME,698,11608,22,,,273,19
20200413,MI,32702,67063,3986,1570,1365,447,2391
20200413,MN,2012,38667,157,74,,772,70
20200413,MO,4388,41040,988,,,,114
20200413,MP,11,27,,,,,2
20200413,MS,2942,28042,,124,84,,98
20200413,MT,394,8704,21,,,171,7
20200413,NC,4816,58572,313,,,,86
20200413,ND,331,10450,13,,,127,8
20200413,NE,814,10158,,,,,17
20200413,NH,985,10222,,,,239,23
20200413,NJ,64584,64885,7781,1886,1611,,2443
20200413,NM,1245,29270,80,,,295,26
20200413,NV,2971,22493,,,,,133
20200413,NY,195031,283326,18825,5156,,23887,10056
20200413,OH,6975,58137,,,,,274
20200413,OK,2069,20790,383,191,,865,99
20200413,OR,1584,29537,321,96,50,,53
20200413,PA,24199,105593,2243,,669,,524
20200413,PR,903,5960,,,,,45
20200413,RI,2976,17685,197,50,26,135,73
20200413,SC,3319,28106,,,,,82
20200413,SD,868,8134,,,,207,6
20200413,TN,5610,70585,458,,,1671,109
20200413,TX,13906,119320,1176,,,2269,287
20200413,UT,2363,43424,,,,218,18
20200413,VA,5747,35654,1238,428,302,,149
20200413,VI,51,322,,,,43,1
20200413,VT,761,9275,33,,,15,28
20200413,WA,12079,124134,527,166,,,526
20200413,WI,4080,36769,442,175,,,154
20200413,WV,626,16029,95,43,23,85,9
20200413,WY,275,5689,,,,138,1
20200412,AK,272,7766,,,,66,8
20200412,AL,3525,18058,,,,,93
20200412,AR,1280,18442,74,,30,367,27
20200412,AS,0,3,,,,,
20200412,AZ,3539,38570,,,,,115
20200412,CA,21794,168534,5234,1539,,,651
20200412,CO,6893,27980,822,,,,274
20200412,CT,12035,29185,1654,,,,554
20200412,DC,1875,8765,,,,493,50
20200412,DE,1479,9624,190,,,191,48
20200412,FL,19355,163398,,,,,465
20200412,GA,12452,42001,,,,,433
20200412,GU,133,693,13,2,2,58,5
20200412,HI,486,17482,,,,300,8
20200412,IA,1587,16005,129,55,30,674,41
20200412,ID,1407,12901,63,,,,27
20200412,IL,20852,79883,3680,1166,821,,720
20200412,IN,7928,34561,,820,497,,343
20200412,KS,1337,11916,,,,,56
20200412,KY,1840,22727,271,105,,464,94
20200412,LA,20595,83450,2084,,458,,840
20200412,MA,25381,91463,2514,,,,1056
20200412,MD,8225,41539,,,,456,335
20200412,ME,633,6088,,,,266,19
20200412,MI,31666,64555,3636,1582,1441,433,2249
20200412,MN,1864,38030,157,74,,772,70
20200412,MO,4160,41040,988,,,,110
20200412,MP,11,27,,,,,2
20200412,MS,2781,18632,,,,,96
20200412,MT,387,8526,22,,,169,6
20200412,NC,4520,57619,331,,,,81
20200412,ND,308,10042,12,,,121,8
20200412,NE,791,9900,,,,,17
20200412,NH,929,9996,,,,236,23
20200412,NJ,61850,64885,7604,1914,1644,,2350
20200412,NM,1174,27518,78,,18,235,20
20200412,NV,2836,21775,282,,,,128
20200412,NY,188694,272907,18707,5198,,23887,9385
20200412,OH,6604,56639,,,,,253
20200412,OK,1970,20790,383,191,,865,96
20200412,OR,1527,28231,295,81,52,,52
20200412,PA,22833,102057,2097,,649,,507
20200412,PR,897,5819,,,,,44
20200412,RI,2665,17685,201,50,26,35,63
20200412,SC,3319,28106,,,,,82
20200412,SD,730,7823,,,,197,6
20200412,TN,5308,65369,324,,,1504,101
20200412,TX,13484,111049,1338,,,2014,271
20200412,UT,2303,41931,,,,,18
20200412,VA,5274,34711,751,440,294,,141
20200412,VI,51,299,3,,,43,1
20200412,VT,754,8724,34,,,15,27
20200412,WA,11775,120218,642,191,,,509
20200412,WI,3964,35916,442,179,,,144
20200412,WV,611,15646,81,36,24,83,8
20200412,WY,261,5198,,,,137,0
20200411,AK,257,7475,,,,63,8
20200411,AL,3191,18058,,,,,91
20200411,AR,1226,17352,86,,33,340,24
20200411,AS,0,3,,,,,
20200411,AZ,3393,37137,,,,,108
20200411,CA,20615,152604,5236,1591,,,609
20200411,CO,6510,26143,841,,,,250
20200411,CT,11510,28321,1593,,,,494
20200411,DC,1778,8261,,,,447,47
20200411,DE,1479,9624,190,,,191,43
20200411,FL,18494,154439,,,,,438
20200411,GA,12159,39556,,,,,428
20200411,GU,133,693,14,2,2,58,5
20200411,HI,465,17066,,,,284,8
20200411,IA,1510,15622,118,55,30,585,34
20200411,ID,1396,12368,61,,,,25
20200411,IL,19180,72969,3680,1166,821,,677
20200411,IN,7435,31780,,820,497,,330
20200411,KS,1268,11075,,,,,55
20200411,KY,1693,22595,271,105,,464,90
20200411,LA,20014,76901,2067,,470,,806
20200411,MA,22766,86115,2507,,,,946
20200411,MD,7694,39544,,,,431,298
20200411,ME,616,6088,,,,256,19
20200411,MI,30980,62241,3636,1582,1441,595,2081
20200411,MN,1806,36898,145,69,,729,64
20200411,MO,4024,39148,506,,,,109
20200411,MP,11,27,,,,,2
20200411,MS,2642,18632,,,,,93
20200411,MT,377,8204,21,,,169,6
20200411,NC,4312,56081,362,,,,80
20200411,ND,293,9787,10,,,119,7
20200411,NE,700,9285,,,,,17
20200411,NH,885,9608,,,,234,22
20200411,NJ,58151,62042,7618,1746,1650,,2183
20200411,NM,1091,26007,75,,18,235,19
20200411,NV,2700,20887,282,,,,125
20200411,NY,180458,260522,18654,5009,,22025,8627
20200411,OH,6250,54221,,,,,247
20200411,OK,1868,20790,383,191,,865,94
20200411,OR,1371,25853,140,58,46,,48
20200411,PA,21655,98498,2115,,639,,494
20200411,PR,788,5583,,,,,42
20200411,RI,2349,15858,183,50,26,35,56
20200411,SC,3207,26886,,,,,80
20200411,SD,626,7378,,,,189,6
20200411,TN,5114,61714,411,,,1386,101
20200411,TX,12561,107972,1514,,,1617,254
20200411,UT,2206,40340,,,,,18
20200411,VA,5077,32922,1252,426,283,,130
20200411,VI,51,299,3,,,43,1
20200411,VT,733,8063,77,,,15,25
20200411,WA,11605,118957,649,191,,,494
20200411,WI,3822,34680,444,179,,,137
20200411,WV,577,14875,85,40,22,63,5
20200411,WY,261,5198,,,,129,0
20200410,AK,246,7186,,,,55,7
20200410,AL,2968,18058,,,,,80
20200410,AR,1171,15949,86,,33,312,23
20200410,AS,0,3,,,,,0
20200410,AZ,3112,34622,,,,,97
20200410,CA,19472,145391,2897,1145,,,541
20200410,CO,6510,26143,842,,,,250
20200410,CT,10538,25750,1562,,,,448
20200410,DC,1660,7695,,,,426,38
20200410,DE,1326,10415,181,,,177,36
20200410,FL,17531,145299,,,,,390
20200410,GA,11483,34664,,,,,416
20200410,GU,130,662,14,2,2,41,4
20200410,HI,442,15707,,,,251,6
20200410,IA,1388,14565,125,55,30,506,31
20200410,ID,1353,11741,67,,,,24
20200410,IL,17887,69640,3680,1166,821,,596
20200410,IN,6907,28133,,820,497,,300
20200410,KS,1166,10248,,,,,50
20200410,KY,1693,22595,271,105,,464,90
20200410,LA,19253,73027,2054,,479,,755
20200410,MA,20878,81564,2435,,,,832
20200410,MD,6968,37480,,,,397,255
20200410,ME,586,6088,,,,246,17
20200410,MI,30172,59597,3823,1663,1394,56,1917
20200410,MN,1732,35346,143,64,,675,57
20200410,MO,3799,36941,568,,,,96
20200410,MP,11,27,,,,,2
20200410,MS,2469,18632,,,,,82
20200410,MT,365,7932,29,,,165,6
20200410,NC,3908,53737,423,,,,74
20200410,ND,278,9330,13,,,105,6
20200410,NE,635,8719,,,,,15
20200410,NH,819,9139,,,,234,21
20200410,NJ,54588,58935,7570,1679,1663,682,1932
20200410,NM,1091,26007,73,,18,217,19
20200410,NV,2584,20165,282,,,,120
20200410,NY,170512,247373,18569,4908,,20249,7844
20200410,OH,5878,52695,,,,,231
20200410,OK,1794,20370,186,122,,790,88
20200410,OR,1321,24306,146,66,54,,44
20200410,PA,19979,93040,2072,,611,,416
20200410,PR,725,5121,,,,,39
20200410,RI,2015,12281,169,45,26,35,49
20200410,SC,3065,25118,,,,,72
20200410,SD,536,7111,,,,177,6
20200410,TN,4862,57937,561,,,1145,98
20200410,TX,11671,104047,1532,,,1366,226
20200410,UT,2102,38660,,,,,17
20200410,VA,4509,30950,1238,457,287,,121
20200410,VI,50,273,3,,,43,1
20200410,VT,713,7502,32,,,15,24
20200410,WA,11395,117091,642,191,,,476
20200410,WI,3665,33225,,190,,,128
20200410,WV,554,14001,85,20,22,63,5
20200410,WY,253,4736,,,,105,0
20200409,AK,235,6988,,,,49,7
20200409,AL,2769,18058,,,,,74
20200409,AR,1119,13832,73,,31,288,21
20200409,AS,0,3,,,,,0
20200409,AZ,3018,34160,,,,,89
20200409,CA,18309,145191,2825,1132,,,492
20200409,CO,5655,23544,848,,,,193
20200409,CT,9784,23718,1464,,,,380
20200409,DC,1523,7201,,,,393,32
20200409,DE,1207,8683,201,,,173,34
20200409,FL,16364,136185,,,,,354
20200409,GA,10566,30519,,,,,379
20200409,GU,128,593,14,2,2,33,4
20200409,HI,435,15316,,,,113,5
20200409,IA,1270,13703,122,,,476,29
20200409,ID,1232,11299,70,,,,18
20200409,IL,16422,64435,3680,1166,821,,528
20200409,IN,6351,25782,,924,507,,245
20200409,KS,1106,9669,,,,,42
20200409,KY,1346,20455,,,,,73
20200409,LA,18283,68636,2014,,473,,702
20200409,MA,18843,76146,2302,,,,725
20200409,MD,6185,35344,,,,376,221
20200409,ME,560,6088,,,,202,16
20200409,MI,29096,56430,3826,1628,1434,56,1756
20200409,MN,1637,33682,145,63,,625,50
20200409,MO,3539,34955,568,,,,77
20200409,MP,11,27,,,,,2
20200409,MS,2260,18632,,,,,76
20200409,MT,354,7506,13,,,157,6
20200409,NC,3651,44158,398,,,,65
20200409,ND,269,8721,14,,,101,5
20200409,NE,567,8116,,,,,14
20200409,NH,788,8763,,,,227,18
20200409,NJ,51027,56165,7363,1523,1551,,1700
20200409,NM,865,22942,59,,18,201,16
20200409,NV,2456,19315,282,,,,110
20200409,NY,159937,231612,18279,4925,,18297,7067
20200409,OH,5512,50473,,,,,213
20200409,OK,1684,18595,188,120,,686,80
20200409,OR,1321,24306,146,66,54,,44
20200409,PA,18228,87374,2051,,592,,338
20200409,PR,683,4703,,,,,33
20200409,RI,1727,10682,160,45,26,35,43
20200409,SC,2792,24575,,,,,67
20200409,SD,447,6700,,,,161,6
20200409,TN,4634,55215,639,,,921,94
20200409,TX,10230,95904,1439,,,1101,199
20200409,UT,1976,36397,,,,,13
20200409,VA,4042,28984,669,469,285,,109
20200409,VI,46,251,,,,39,1
20200409,VT,680,7218,33,,,15,23
20200409,WA,11118,113069,650,191,,,459
20200409,WI,3443,31424,,,,,111
20200409,WV,523,13340,,,,,5
20200409,WY,230,3920,,,,94,0
20200408,AK,226,6842,,,,32,7
20200408,AL,2369,16753,,,,,66
20200408,AR,1000,13530,76,,30,208,18
20200408,AS,0,3,,,,,0
20200408,AZ,2726,31838,,,,,80
20200408,CA,16957,127307,2714,1154,,,442
20200408,CO,5429,22665,833,,,,179
20200408,CT,7781,21255,1308,,,,277
20200408,DC,1440,6843,,,,361,27
20200408,DE,928,7628,147,,,144,32
20200408,FL,15455,127679,,,,,309
20200408,GA,9901,28886,,,,,362
20200408,GU,125,562,21,2,2,31,4
20200408,HI,410,14739,,,,113,5
20200408,IA,1145,12821,122,,,431,27
20200408,ID,1210,10688,62,,,,15
20200408,IL,15078,59988,3680,1166,821,,462
20200408,IN,5943,24926,,924,507,,203
20200408,KS,1046,9137,,,,,38
20200408,KY,1149,20455,,,,,65
20200408,LA,17030,64376,1983,,490,,652
20200408,MA,16692,70849,2119,,,,615
20200408,MD,5529,32933,,,,365,191
20200408,ME,537,6088,,,,187,14
20200408,MI,28064,53176,,,,56,1600
20200408,MN,1534,31954,135,64,,593,39
20200408,MO,3327,30783,519,,,,58
20200408,MP,11,27,,,,,2
20200408,MS,2003,18632,,,,,67
20200408,MT,332,7066,,,,135,6
20200408,NC,3426,39561,386,,,,53
20200408,ND,251,8301,16,,,98,4
20200408,NE,519,7442,,,,,12
20200408,NH,788,8389,,,,211,18
20200408,NJ,47437,52979,7026,1617,1576,,1504
20200408,NM,794,21451,51,,18,171,13
20200408,NV,2318,18248,282,,,,101
20200408,NY,149316,215837,18079,4841,,16353,6268
20200408,OH,5148,48193,,,,,193
20200408,OK,1524,11821,188,120,,686,79
20200408,OR,1239,23325,156,61,58,,33
20200408,PA,16239,82299,1898,,603,,309
20200408,PR,620,4266,,,,,24
20200408,RI,1450,10682,143,45,26,35,35
20200408,SC,2552,22082,,,,,63
20200408,SD,393,6355,,,,146,6
20200408,TN,4362,52256,708,,,592,79
20200408,TX,9353,86905,1491,,,38,177
20200408,UT,1846,34270,,,,,13
20200408,VA,3645,27000,,,,,75
20200408,VI,45,242,,,,39,1
20200408,VT,631,7001,35,,,15,23
20200408,WA,10831,109050,655,186,,,443
20200408,WI,3279,30115,,,,,99
20200408,WV,462,12083,,,,,4
20200408,WY,221,3843,,,,62,0
20200407,AK,213,6700,,,,29,6
20200407,AL,2119,12797,,,,,56
20200407,AR,946,12692,74,,26,142,16
20200407,AS,0,3,,,,,0
20200407,AZ,2575,30800,,,,,73
20200407,CA,15865,115364,2611,1108,,,374
20200407,CO,5172,21703,786,,,,150
20200407,CT,7781,21255,1308,,,,277
20200407,DC,1211,6612,,,,318,22
20200407,DE,928,7628,147,,,144,28
20200407,FL,14747,123415,,,,,296
20200407,GA,8818,24895,,,,,329
20200407,GU,121,529,21,2,2,27,4
20200407,HI,387,13155,,,,89,5
20200407,IA,1048,11670,104,,,341,26
20200407,ID,1170,10076,67,,,,13
20200407,IL,13549,55183,3680,1166,821,,380
20200407,IN,5507,23257,,924,507,,173
20200407,KS,900,8614,,,,,27
20200407,KY,1008,18947,,,,,59
20200407,LA,16284,58371,1996,,519,,582
20200407,MA,15104,66270,1831,,,,515
20200407,MD,4371,27256,,,,288,160
20200407,ME,519,6088,,,,176,12
20200407,MI,26964,50344,,,,56,1449
20200407,MN,1432,30603,120,64,,515,34
20200407,MO,3037,28932,508,,,,53
20200407,MP,8,15,,,,,2
20200407,MS,1915,18632,,,,,59
20200407,MT,319,6666,,,,,6
20200407,NC,3221,37861,354,,,,46
20200407,ND,237,7466,18,,,82,4
20200407,NE,447,6811,,,,,10
20200407,NH,715,8019,,,,151,9
20200407,NJ,44416,50558,7017,1651,1540,,1232
20200407,NM,686,21139,48,,18,133,12
20200407,NV,2087,16552,282,,,,91
20200407,NY,138863,201195,17493,4539,,14590,5489
20200407,OH,4782,46056,,,,,167
20200407,OK,1472,11821,186,137,,612,67
20200407,OR,1181,21826,,,69,,33
20200407,PA,14559,76719,1665,,548,,240
20200407,PR,573,3966,,,,,23
20200407,RI,1230,9077,123,40,26,35,30
20200407,SC,2417,21263,,,,,51
20200407,SD,320,5948,,,,98,6
20200407,TN,4138,48736,802,,,466,72
20200407,TX,8262,80387,1252,,,38,154
20200407,UT,1738,32909,,,,,13
20200407,VA,3333,25312,,,,,63
20200407,VI,43,222,,,,36,1
20200407,VT,608,6645,29,,,15,23
20200407,WA,10547,104530,641,190,,,429
20200407,WI,3064,28512,,,,,92
20200407,WV,412,11647,,,,,4
20200407,WY,216,3789,,,,62,0
20200406,AK,191,6692,,,,,6
20200406,AL,1968,12797,,,,,50
20200406,AR,875,11970,74,,22,102,16
20200406,AS,0,3,,,,,0
20200406,AZ,2456,30078,,,,,65
20200406,CA,14336,103095,2509,1085,,,343
20200406,CO,4950,20823,786,,,,140
20200406,CT,6906,19780,1221,,,,206
20200406,DC,1097,6356,,,,287,24
20200406,DE,673,6321,101,,,71,24
20200406,FL,13324,109950,,,,,236
20200406,GA,7314,23960,,,,,229
20200406,GU,113,505,21,2,,25,4
20200406,HI,371,13155,,,,85,4
20200406,IA,946,10653,99,,,284,25
20200406,ID,1101,9894,62,,,,10
20200406,IL,12262,50680,,,,,307
20200406,IN,4944,21247,,924,507,,139
20200406,KS,845,8239,,,,,25
20200406,KY,955,17812,,,,,45
20200406,LA,14867,54299,1981,,552,,512
20200406,MA,13739,62720,1667,,,,448
20200406,MD,4045,25572,,,,184,138
20200406,ME,499,6088,,,,158,10
20200406,MI,25785,47262,,,,56,1291
20200406,MN,1330,29155,115,57,,440,30
20200406,MO,2722,27113,439,,,,39
20200406,MP,8,13,,,,,1
20200406,MS,1738,18632,,,,,51
20200406,MT,299,6491,,,,,6
20200406,NC,2870,37856,270,,,,33
20200406,ND,225,6988,19,,,74,3
20200406,NE,409,6378,,,,,8
20200406,NH,669,7701,,,,147,9
20200406,NJ,41090,47942,6390,,1263,,1003
20200406,NM,624,18512,45,,18,130,12
20200406,NV,1953,15676,,,,,79
20200406,NY,130689,190122,16837,4504,,13366,4758
20200406,OH,4450,43928,,,,,142
20200406,OK,1327,1422,161,143,,522,51
20200406,OR,1132,20669,,,40,,27
20200406,PA,12980,70874,,,533,,162
20200406,PR,513,3432,,,,,21
20200406,RI,1082,7399,109,37,26,35,27
20200406,SC,2049,16927,,,,,44
20200406,SD,288,5732,,,,91,4
20200406,TN,3802,43548,834,,,356,65
20200406,TX,7276,78081,1153,,,38,140
20200406,UT,1675,31719,,,,,13
20200406,VA,2878,21643,,,,,54
20200406,VI,43,222,,,,36,1
20200406,VT,575,6161,28,,,15,23
20200406,WA,10282,99566,638,191,,,407
20200406,WI,2866,26574,,,,,77
20200406,WV,345,9595,,,,,4
20200406,WY,210,3719,,,,52,0
20200405,AK,185,6099,,,,,6
20200405,AL,1796,11282,,,,,45
20200405,AR,830,10412,67,,27,97,16
20200405,AS,0,3,,,,,0
20200405,AZ,2269,25141,,,,,64
20200405,CA,13438,103095,2398,1040,,,319
20200405,CO,4565,19335,783,,,,126
20200405,CT,5675,17595,1142,,,,189
20200405,DC,998,5836,,,,258,22
20200405,DE,673,6321,101,,,71,19
20200405,FL,12151,101253,,,,,218
20200405,GA,6647,21185,,,,,211
20200405,GU,112,493,21,2,,23,4
20200405,HI,351,12604,,,,82,4
20200405,IA,868,9973,91,,,188,22
20200405,ID,1077,9184,51,,,,10
20200405,IL,11256,47727,,,,,274
20200405,IN,4411,18241,,,,,127
20200405,KS,747,7476,,,,,22
20200405,KY,917,15746,,,,,40
20200405,LA,13010,47315,1803,,561,,477
20200405,MA,12402,59565,1632,,,,370
20200405,MD,3609,24728,,,,159,122
20200405,ME,470,6088,,,,156,10
20200405,MI,24458,44154,,,,56,1150
20200405,MN,1217,28090,106,48,,422,29
20200405,MO,2367,24882,424,,,,34
20200405,MP,8,13,,,,,1
20200405,MS,1638,5580,,,,,43
20200405,MT,286,6317,,,,,6
20200405,NC,2585,37460,261,,,,31
20200405,ND,207,6580,20,,,63,3
20200405,NE,363,5558,,,,,8
20200405,NH,621,7411,,,,146,9
20200405,NJ,37505,44661,4000,,,,917
20200405,NM,543,16285,37,,18,54,11
20200405,NV,1836,14995,,,,,76
20200405,NY,122031,180249,16479,4376,,12187,4159
20200405,OH,4043,39713,,,,,119
20200405,OK,1252,1401,,,,,46
20200405,OR,1068,19556,,,40,,27
20200405,PA,11510,66261,,,,,150
20200405,PR,475,3073,,,,,20
20200405,RI,922,6259,103,33,6,35,25
20200405,SC,2049,16927,,,,,44
20200405,SD,240,5353,,,,84,2
20200405,TN,3633,41667,637,,,295,44
20200405,TX,6812,64126,827,,,38,127
20200405,UT,1605,29287,,,,,8
20200405,VA,2637,21034,,,,,51
20200405,VI,42,206,,,,34,1
20200405,VT,543,5830,29,,,15,22
20200405,WA,9953,94759,581,178,,,386
20200405,WI,2643,25169,,,,,68
20200405,WV,324,8514,,,,,3
20200405,WY,197,3040,,,,50,0
20200404,AK,171,5869,,,,,5
20200404,AL,1580,9273,,,,,43
20200404,AR,743,9627,72,,23,79,14
20200404,AS,0,3,,,,,0
20200404,AZ,2019,25141,,,,,52
20200404,CA,12026,101674,2300,1008,,,276
20200404,CO,4173,17898,777,,,,111
20200404,CT,5276,16753,1033,,,,165
20200404,DC,902,5536,,,,235,21
20200404,DE,593,5874,95,,,71,17
20200404,FL,11111,90956,,,,,191
20200404,GA,6160,20134,,,,,201
20200404,GU,93,472,20,2,,20,4
20200404,HI,319,11959,,,,78,3
20200404,IA,786,9454,85,,,188,14
20200404,ID,1013,7857,53,,,,10
20200404,IL,10357,43224,,,,,243
20200404,IN,3953,15847,,,,,116
20200404,KS,698,6880,,,,,21
20200404,KY,831,14741,,,,,37
20200404,LA,12496,46002,1726,,571,,409
20200404,MA,11637,57191,1370,,,,304
20200404,MD,3125,22485,,,,159,101
20200404,ME,456,6088,,,,140,10
20200404,MI,23581,41205,,,,56,1030
20200404,MN,1158,26687,95,42,,416,24
20200404,MO,2291,22614,413,,,,24
20200404,MP,8,13,,,,,1
20200404,MS,1455,5133,,,,,35
20200404,MT,265,5912,,,,,5
20200404,NC,2402,36371,271,,,,24
20200404,ND,186,6021,,,,63,3
20200404,NE,321,5058,,,,,6
20200404,NH,540,6965,,,,144,7
20200404,NJ,34124,41232,4000,,,,846
20200404,NM,495,15137,41,,18,26,10
20200404,NV,1742,14421,,,,,70
20200404,NY,113704,169917,15905,4126,,10478,3565
20200404,OH,3739,38132,,,,,102
20200404,OK,1159,1362,,,,,42
20200404,OR,999,16535,,,38,,26
20200404,PA,10017,60013,,,,,136
20200404,PR,452,2605,,,,,18
20200404,RI,806,5584,93,31,6,35,17
20200404,SC,1917,16397,,,,,40
20200404,SD,212,5012,,,,76,2
20200404,TN,3321,38070,601,,,416,43
20200404,TX,6110,57641,196,,,38,105
20200404,UT,1428,26615,,,,,8
20200404,VA,2407,19145,,,,,52
20200404,VI,40,184,,,,34,
20200404,VT,512,5242,29,,,15,20
20200404,WA,9732,93028,574,174,,,365
20200404,WI,2476,23859,,,,,56
20200404,WV,282,7404,,,,,2
20200404,WY,187,2945,,,,49,0
20200403,AK,157,5859,,,,,3
20200403,AL,1432,8187,,,,,35
20200403,AR,704,8995,71,,26,60,12
20200403,AS,0,3,,,,,0
20200403,AZ,1769,22904,,,,,41
20200403,CA,10701,24599,2188,901,,,237
20200403,CO,3728,16683,739,,,,97
20200403,CT,4914,15101,909,,,,131
20200403,DC,757,4827,,,,206,15
20200403,DE,450,4995,63,,,71,17
20200403,FL,9585,82137,,,,,163
20200403,GA,5831,19434,,,,,184
20200403,GU,84,459,19,2,,14,4
20200403,HI,285,10206,,,,72,2
20200403,IA,699,8754,80,,,188,11
20200403,ID,891,7054,45,,,,9
20200403,IL,8904,39144,,,,,210
20200403,IN,3437,14398,,,,,102
20200403,KS,620,6454,,,,,17
20200403,KY,770,12034,,,,,31
20200403,LA,10297,43348,1707,,535,,370
20200403,MA,10303,52685,,,,,265
20200403,MD,2758,20932,,,,159,84
20200403,ME,432,6088,,,,113,9
20200403,MI,22579,37060,,,,56,918
20200403,MN,1119,25063,86,40,,,22
20200403,MO,2113,19357,,,,,19
20200403,MP,8,13,,,,,1
20200403,MS,1358,4753,,,,,29
20200403,MT,243,5333,,,,,5
20200403,NC,2093,29505,184,,,,19
20200403,ND,173,5625,,,,55,3
20200403,NE,279,4487,,,,,6
